implicit,implied,Annotator
@USER Oh GOOD WE CAN START REMINDING PEOPLE ABOUT THE WORST ADMINISTRATION IN HISTORY OBAMA the I will not help blacks and Hispanics president that sent a plane filled with cash to Iran sent guns to Mexico so they could kill people and start a gun control riot and started Ferguson riot,Obama adminstration contributed to wars around the world but they want gun control in America.,Annotator-2
@USER @USER @USER @USER Wrong...We are sending another giant F....you to Liberals...😉,It is ok to abuse liberals.,Annotator-2
@USER why no witnesses? She reported it AT THE TIME! It’s obvious the truth isn’t your priority. There are other qualified conservatives judges. Why push him? Is it because your “president” is in legal jeopardy &amp; this Judge believes a sitting POTUS is untouchable? URL,She just wants to push her agenda and not the truth.,Annotator-2
@USER @USER lol how on earth do you think antifa needs funds for anything? kicking nazis is free and business is booming,Anti-fascist work on Nazi philosophy.,Annotator-2
@USER ...wondering what shit on our east coast causing God to send Florence to punish them...? A good guess would be the neo-faux Christian followers of trump..!,Trumps followers are not true Christians.,Annotator-2
@USER @USER How about really healing the country by leaving it and taking the rest of the loony liberals with you,Liberals are responsible for the rotten state of the country.,Annotator-2
@USER @USER OurCountry is being saved from evil slugs like Hillary Clinton.  The Deep State is going down and I personally can't wait for Hillary to be brought in front of a Military Tribunal.  The penalty for treason is death I believe.,Hilary Clinton is a traitor and and evil slug.,Annotator-2
"@USER @USER actually we got gun control and gun grabbers dancing on their graves immediarely using it for political fodder. Accusing NRA instead of removing Sheriff &amp; RUNCIE who got paid by Obama's Promise Program to NOT ARREST KIDS b/c it was RACIST""""",Gun control proponents are going use mass shooting for political fodder.,Annotator-2
@USER @USER @USER Have you ever seen ANTIFA burning college campuses and trashing them any time a conservative comes to speak ? Educate yourself please !,Uneducated people assume Anti-Facist to be voilent.,Annotator-2
@USER @USER  Chicago~~ Nearly 100 years of crooked Democrat leadership &amp; some of the strictest gun control in the nation and Dopey Durbin attempts to lay the blame at the feet of Republicans🤔🤔 MAKE NO MISTAKE DEMOCRATS #YouBuiltThis #ChicagoDeathToll,Democracts are underplaying their role in gun voilence in Chicago. ,Annotator-2
@USER @USER Excuse me? They got what they had before the hurricane.  Expecting tract houses when you had lean to's and expecting honorable people likeTrump with the corruption they continue to vote in?!? Wake up.  He is flushing the swamp here and they need to flush their swamp there.,They are being greedy.,Annotator-2
@USER @USER And this isn’t considered hate speech for the liberals.  If a republican said that about democrats the MSM would be raising 10 kinds of Hell   The hypocrisy is to be expected now,Liberals are hypocrites when it comes to hate speech.,Annotator-2
@USER Who doesn't support her? Better question is why in hell would I believe someone when liberals are lying 24/7? Shit a california professor recently attacked a man with a lock in a sock... How many women have faked attacks on them sense the election?,Liberals propagate lies.,Annotator-2
@USER He's just mad because of the POS that he is couldn't do crap except divide this country.,His policies are divisive.,Annotator-2
@USER Who TF this white devil Jersey shore bitch?,She is a devilsh bitch.,Annotator-2
@USER Are all you liberals idiots?,Liberals are idiot and stupid.,Annotator-2
@USER God dang! Didn't she break campaign finance laws? Why isn't she in jail?? Didn't she promise to move out of the US??? Why won't she just Go Away??!!,She should be deported from America for financial fraud.,Annotator-2
@USER @USER She is a Republican. Do you actually expect any different. And as far as her calling the opposition money a bribe she should be used to that by now bribes that is,As a Republican she is use to bribing.,Annotator-2
The #Child-#Rape Assembly Line URL via @USER We cannot #trust a #Catholic #priest. We cannot trust a #Jewish #rabbi - Why do we let these #people have #secrets?  #GreatAwakening #MAGA @USER,Priests and rabbis are child molesters.,Annotator-2
@USER Just the fact that #StopKavanagh REPEATEDLY attempted to block the abortion for an undocumented immigrant (which she wanted) tells me   he is unfit to serve on the Supreme Court.   We don’t need a person who cherrypicks what laws will or will not be respected.  @USER,Kavanagh is a biased and immoral judge.,Annotator-2
"@USER @USER @USER @USER @USER @USER Matthew - you are a Lefty genius.  Go live in Syria, Assad is a much nicer"" guy than Trump.  U will like it there. 🤣Lots of ""human rights"" no racism, no sexism.  Tell us how u get on. 🤣💩💩😆  @USER",Lefist will not be able to survive in a place like Syria where they cannot protest for human rights.,Annotator-2
@USER Most Liberals know deep down that it's oppressive and misogynistic but that's better than being a racist Islamophobe which is what you are according to liberals if you dare speak out against it.  This is how low the standard for debate is on topics like this.,"Liberals support sexist views of extremist in Islam, as they are afarid to stand against them.",Annotator-2
@USER Liberals with their lies again.,Liberals are always lying.,Annotator-2
@USER @USER @USER @USER Somehow I doubt that statistic you just made up in your head. URL,Some people can make up false statistics.,Annotator-2
@USER Morals?  You mean like aborting an infant? Falsely accusing people?  Antifa violence?  Censoring free speech on campuses?  Looting?  Lying as you fill the Deep State?  Those morals?,Liberals are hypocrites about morals.,Annotator-2
@USER Who would buy a book written by such a total classless Porn star! I’ll tell you who Democrats and liberals,Democrats and liberals have no class.,Annotator-2
@USER I think we should be going after Sen Feinstein if she really cared she would not have sat on this issue and made it political.  She is using you like all democratic power seekers be careful who you sell your soul too,Sen Feinstein is selfish corrupt leader.,Annotator-2
No. I respect him for sticking up for his wife but let's not forget that he's running around screaming MAGA &amp; said slavery sounds like an option to him. URL,Overall he is not a nice human being.,Annotator-2
@USER @USER @USER @USER @USER CANNOT CONTAIN HIMSELF That is why HE IS UNWELCOME AT A SCHOOL without an escort (and a hall pass).  He is WELL BEHIND HIS OPPONENT in his re-election campaign. @USER can't work well or play well with others.  IT'S TIME FOR A CHANGE!  @USER  DISTRICT D,He is an incompetent leader.,Annotator-2
@USER What the fuck is wrong with you?,There is something wrong with you.,Annotator-2
"@USER Don't forget the deletion of all of her social media (no doubt Anti-Trump pro Antifa). Why is no-one asking why she cannot fix a year or day? Are they genuinely THAT gullible? She had one"" beer and ""somehow"" ended up in a bedroom? Implausible.""",Liberals are foolish to believe her false story fo assault by the judge.,Annotator-2
@USER i fully cant remember hes just always gettimg himself into shit like he never stops causing government based chaos i wish he would calm down,He is always causing problem for the government.,Annotator-2
@USER His back hole will look like the holland tunnel we he gets to the male prison,He will be sexually assulted in the prison,Annotator-2
@USER @USER @USER Yeah @USER probably views groups like Antifa and EFF as moderates. People who are against farm murders are labeled just as extreme as people singing songs about actually killing those farmers. Crazy times we live in. @USER,Anti-Facists and EFF are voilent groups.,Annotator-2
"@USER I'm pretty sure most of your #MAGA supporters do not have any new found wealth"". I assume you're referring to your fellow billionaires that you gave a huge tax break to.""",MAGA supporters only provide for the rich and do not care for the rest.,Annotator-2
@USER @USER Rescue conservatives from its own demons? Who are the two or three most notorious serial abusers of women in the last 30 years? Hint: they were not GOP. Did they ever face consequences?,Democrats have abused women regularly and have gone unaccounted.,Annotator-2
"@USER @USER @USER @USER @USER Now I know you're having a laugh. Do you really believe that the media aren't picking on him? As for getting his shit together"", what ""shit"" would that be?""",He is being picked by the media.,Annotator-2
@USER Boy Hollywood sure does like to look like fools all the time.  Wait until they find out it's a big hoax manufactured by liberals.  Think they will apologize to Kavanaugh?  No way.,Hollywood like Liberals believe in hoax against Kavanaugh.,Annotator-2
@USER @USER @USER No liberals just state they believe her because she is a woman and democrat.  They state they do not believe Kavanaugh because he is a man and should “shut up”.  They probably believe OJ.,Liberals are hypocrates.,Annotator-2
@USER can we start shooting the blue thugs? then going through their shit and saying thats why they died? cuz this is fucking infuriating. WTF does it matter there is pot in his home. WHAT is in HER home?! SHE is the guilty one not HIM.,Democrats overlook evidence when it comes to sexual assult on women. Democrats should rather be killed than harbouring such opinions. ,Annotator-2
@USER @USER @USER There has to be a way where conservatives who look the other way and approve oF sexual assault and victim shame to endorse their political agenda and hatred are held accountable. Why don’t you sign your name so you can be held accountable for your lies,Conservatives who turn a blind eye to sexual assaults to support their political agenda should be punished.,Annotator-2
@USER Liberals also probably need more- culturally aware trolls!,Liberals deserve to be trolled.,Annotator-2
@USER He should not have a job after this. But I guess he is the “lap” dog of some bigwig in broadcasting.,He is a bootlicker.,Annotator-2
@USER It's scary stuff to see how dedicated you are to preventing people's access to resources during a crisis.,You are wickdly trying not to help people in crisis.,Annotator-2
@USER @USER @USER The fact that you equate smoking reefer with sexual assault tells me everything I need to know about you. You MAGA-bot-types are completely at sea when it comes to basic human decency. Like your president.,Trump and his supporters are indecent.,Annotator-2
"@USER Top 5 excuses"" liberals use when they are losing and desperate. #1 RACISM #2 Sexism #3 Russia #4 Guns #5 the Rich VOTE DEMOCRATS OUT! America doesn't need LOSER leaders. and WHINERS!""",Liberals are always whining and making execuses for their incumbency.,Annotator-2
@USER I know they be fired up thinking u got a hammer n your pants from how u walk n find out u got a coochie lol,You are woman pretending to be a man.,Annotator-2
@USER I’m alright with this. If someone is dumb enough to try this then they deserve what ever they get. I can’t wait to hear about the first AntiFa idiot to get blown away after they tried to steal a gun from someone in a stand your ground state 😂,Stupid people deserve to be injured.,Annotator-2
@USER @USER @USER @USER @USER Any argument with liberals is same as forcing water through the steel. Their brains are contaminated and the process of healing seems impossible for them. Don't waste you precious time and words on them. These are not reasonable people. URL,Liberals do not want to learn and change.,Annotator-2
@USER FOR THE KOCHS AND THE TRUMPS AND THE POLLUTORS.. BUT NOT FOR WE THE PEOPLE OR STUDENTS OR TEACHERS AND LETS NOT EVEN TALK ABOUT THE THINGS THAT A MAJORITY OF THE AMERICAN PEOPLE EXPECT LIKE HEALTHCARE &amp; GUN CONTROL! NOTHING BUT $$ FOR @USER AND DONORS!,Trump and his supporters care only for their own money and not for the welfare of the state.,Annotator-2
@USER @USER You defending sex offenders shows you for who you are.  I don't waste my time with your types,You are supporting sex offenders.,Annotator-2
@USER @USER He thinks he is smart. Me? I don’t think that.,He is not as smart as he thinks he is.,Annotator-2
@USER So that's why he is dead now??? Really FOX?? I would call that completely unrelated... This is why BLM is neccessary,Fox news is spreading false information about him death.,Annotator-2
@USER This isn't ya finest moment hun. Try again once you fix ya shit and knock this tweet away.,He needs to get his shit together.,Annotator-2
@USER Do I care 🚫pe.  Hope they fold like a cheap table.  Wonder what the spoiled primadonnas do when their huge salaries can't be made.  Bet it won't be bailed out like GM &amp; Too Big To Fail Banks were,I do not care for their cheap tactics and bad financial behaviour.,Annotator-2
@USER @USER @USER You are take stupid to a whole new supersized level,You are dump beyong doubt.,Annotator-2
@USER @USER @USER @USER Shes a liberal all she has to do is disagree with you on one thing to determine that you are a terrible person. Remember liberals talk from their high horses of superior morality.,Liberals are quick to judge others but themselves.,Annotator-2
@USER .@USER can’t leave fast enough.  It’s “conservatives” like him that have caused so much frustration among @USER  #RINOs with no backbone propelled @USER presidency!,We should stay away from people who are disloyal and only pretend to be Republicans. ,Annotator-2
@USER @USER So Victoria's Secret won't sponsor Trump any more. I hope they realize how much of their crap trump has sold for them to Antifa! URL,Victoria Secret are thankless.,Annotator-2
@USER Any time liberals think their going to get a win they tune into their head cheerleader. Then they realize the latest bombshell is once again nothing and go back to their miserable existence eating chunky monkey (not racist) and watching Netflix,Liberals behave childish in face of adversity.,Annotator-2
@USER Oh well. Its tje liberals and socialists who have made drug addiction fashionable and doable with “free” supplies. How bout some $$$ for diabetics who face ongoing supply costs? No?  But we forced to pay for these losers?,Liberals promoted drug addiction but not medicines for diabetics.,Annotator-2
@USER @USER @USER The scary super experienced knowledgeable members of Antifa @USER is no match for! #Sarcasm Serious question is why the left leaders manipulate the unintelligent inexperienced youth groups it’s form of taking advantage Abuse of the unwary weak  URL,Left leaders are maniplutative and taking advantage of youth.,Annotator-2
@USER And there's more murder gun deaths in states with strictest gun control. So how ignorant does that fact make you,You are ignorant about gun shootings.,Annotator-2
@USER Wow...  She is destroying the life of a guy. She has filed a case. Her father ia going to court and she has not get any summons.  If she had already stretched this. Seems like she has done something wrong.  Police shld take the matter forward.  Whoever is guilty shld b punished.,Guilty should be punished even if it is a female.,Annotator-2
@USER Serial rape didn't seem to be a problem for liberals with Bill Clinton and Hillary who enabled him?  Go figure - can you say hypocrisy?,Liberals have supported and shelded serial rapists.,Annotator-2
"@USER @USER She says she is deeply religious"" ... she did not say ""which"" religion  ... satanists are very religious  ... Peace""",She is not a true Christian.,Annotator-2
@USER You mean exactly like conservatives are attacking this current victim??,Conservatives are always attacking victims.,Annotator-2
@USER @USER You realize how useless your argument is? If you drunk drive you get arrested. You're punished. If you kill someone while drunk driving that is murder. There are rules AND regulations AND safety precautions for both drinking AND owning and operating a vehicle. We need gun control,Your arguments are baselines in this discussion.,Annotator-2
@USER @USER Except for the little attempted rape thing he is just a wonderful guy,He is an assaulter.,Annotator-2
"@USER Does this line sound familiar it is too soon to talk gun control""? This the the typical NRA funded GOP response to NRA sponsored mass murder.""",NRA anf GOP lead to mass shooting by holding up gun control.,Annotator-2
@USER @USER Conservatives would do anything to eliminate the value of laborers in this country. People worked and died for this holiday. Don't want to see it lost to some fake Constitution worshiping by people who do not value the Constitution in any way such as the Far Right.,Conservatives do not support the working class.,Annotator-2
"9/9 push a narrative. Remember it's their place to tell us what to think. Well I'll gladly be, as Hillary said a DEPLORABLE"", ""IRREDEEMABLE""  or as gropy Joe  just said, ""DREGS OF SOCIETY"". Tells us all how they feel about the middle class, Christians and Conservatives. #VoteRed""",Democrats think that conservatives middle class Christians are deplorable and a menace to the society.,Annotator-2
@USER I knew I wouldn’t like what he did but I never ever thought that every single Republican but sit by and let him do what he is doing now regarding everything that you mentioned in your tweet pretty,Republicans have let things go out of control.,Annotator-2
@USER Antifa simply wants us to kill them. By the way. Most of us carry a back up. And a knife,Antifas deserve to be killed.,Annotator-2
@USER @USER Too bad Antifa crashes GOP townhalls.,Anti-fascist are hindering GOP.,Annotator-2
@USER No one is mistreating her but you are all mistreating Kavanaugh. This man may be innocent but you liberals are jumping on this just because you hate Trump. So you all do the right thing and after 36 years it's her word against his so there is no contest.,Liberals are using an assult without any concrete evidence as an excuse to hate on Trump administration,Annotator-2
@USER you're on fucking drugs my dude,You are drug addict.,Annotator-2
@USER Booo.  Hooo hoo  who raised these spoiled brats ?,You are privileged entitled person.,Annotator-2
@USER You are missing brains?,You are extremely stupid.,Annotator-2
@USER @USER Very disturbed by how this platform has become like a dictatorship from the Soviet state.,Soviet state is pusing dictator like agenda on the platform.,Annotator-2
/63 More evidence Liberals only goal is to sabotage #NAFTA to make Trump the enemy and to get Trump Hate vote in Canada for election 2019.   URL,Liberals want to spread hatred against Trump even in Canada.,Annotator-2
@USER Gotta keep that gun control law to get those terrorists,We need guns to protect against terrorists.,Annotator-2
@USER @USER @USER @USER @USER @USER @USER @USER This sounds as relevant as the march in Mumbai by the woke snowflakes for Gun Control😂. Abortion in India is legal and only the woman's choice is required. Take your circus elsewhere. Instead take up the issue of oppression of Hindus in India. This is at least relevant.,Religious persecution is a bigger issue than abortion in India.,Annotator-2
@USER Unfirtunately i have seen hispanics justifying shit from trump. I argued with two family members of mine who believes trump did helped PR a lot.   And i have a relative who he is a trump fan  &amp; agreeds that the majority of immigrants that come are bad.   It is upsetting,It is unfortunate that most immigrants are bad.,Annotator-2
@USER @USER @USER Here your proof!  Our African 🇺🇸 friends don't get free college.  The Demoncratic are putting illegals over 🇺🇸 ppl. These Antifa Ninja Turtles running around acting like jihadist and never lived a real life experience. Most of these Antifa colleges kids are White privileged,Anti-facist are privileged and ignorant people.,Annotator-2
@USER @USER @USER @USER Name the social injustices caused by the GOP and the death of anyone caused by members of it I dare you. How many people have lost their lives to the idiocy of gun control?,"Unlike the gun control laws, GOP policies do not lead to voilence and dealth.",Annotator-2
@USER That solved the problem in Chicago alright!!  I wish these “leaders” would think up something different to get attention.   Gun control is getting old.,These leaders are incompetent at solving gun control issue.,Annotator-2
@USER @USER @USER Innocent people don’t resign. We know liberals love sexual predators. That is why you are OK with Keith Ellison assulting several women with police reports to support it.,Liberals support sexual offenders.,Annotator-2
@USER He’s more qualified than all of you Obama folks put together!,Obama and his supporters have very little qualification.,Annotator-2
@USER @USER Paid protesters. #VoteDemsOut  #Kavanaugh,Protest against judge Kavanaugh is is fake.,Annotator-2
@USER @USER @USER @USER Who is fawning? And who are you to decide who is and who isn't reasonable? It is fully possible to be reasonable and still be wrong. I'm guessing you have never watched Daves show and are going by what you have heard from people you are fawning over.,Even most reasonable people should accept their mistakes.,Annotator-2
@USER Its clear you wouldn't listen anyways since you are more interested in arguing over the non existent racism of that tweet rather than calling out the ignorant white girl on display,You are stubborn and racist.,Annotator-2
@USER Oh cool. Alana found the one person dumber than she is and retweeted him. Nice move.,Alana is a stupid person who ended up interacting with an even dumber person.,Annotator-2
@USER @USER are you talking about me? I’m more Green than MAGA.. sorry if my Twitter grammar isn’t up to par for you.. my eyes are bad.. maybe you’ll critique my latest article too please.. I don’t have well-paid editors so I’m sure I do slip  URL,You are not better than me.,Annotator-2
@USER Isn’t the coalition for gun control headed up by the lady who was turned down for a job because she was a bully?,Gun control is a farce headed by a bully.,Annotator-2
@USER @USER OF COURSE HE IS! THE CORRUPT DEMOCRATE PARTY IS AT STAKE! #MAGA  #WWG1WGA,Democrats are corrupt and are going down in election.,Annotator-2
"@USER @USER @USER Yeah! Liberals are all Look at me! I'm a victim just because a man held me down, covered my mouth and tried to rip my clothes off to rape me. Boo hoo. And his friend turned up the music too loud to cover up my screams and it hurt my widdle ears""  Get over it already, amiright?""",Liberals make up fake rape cases against men.,Annotator-2
@USER She is the size of a stadium,She is a large sized woman,Annotator-2
@USER why do all crazy liberals have CRAZY EYES? LOL URL,Liberals are crazy.,Annotator-2
@USER Anyone is a target for the Leftist Liberals. GOAL? Decent God-fearing conservatives will pass on Gov service! RESULT? The country is harmed! Congrats to Liberals - your ANTIFA anti-America blossoms!,Lefist and liberals target anyone who is a god fearing conservative.,Annotator-2
"@USER But Sis Paul McCartney loves Venezuela's dictator, Iran's leader, Syrian president,"" Putin and other leaders who rule with terror.  He only has bad things to say about our beloved President Donald J. Trump!  Go figure? @USER @USER @USER",Trump is not liked by Putin.,Annotator-2
@USER Any Texan that would grant automatic citizenship to illegal immigrants should never be elected.,Illegal immigrants should not be given citizenship.,Annotator-2
"@USER JUST LIKE A PLANTATION, White Liberals have Black people under their thumb and any Black person that tries to get out from under their Old Order"" is considered one of them uppity Negroes, too smart fer his britches. They get all the other good lil Negroes to teach em a lesson.""",White liberals shield behind black people.,Annotator-2
@USER @USER I know exactly how it works. They steal money through regulations and taxes and the people can't do a thing about it because the government has the monopoly on violence. Why do you think democrats desperately need gun control? They want even more power over the people.,Democrats want to control every aspect of the people's life from finance to guns.,Annotator-2
@USER Democrats will let animals like this out all over the country if they get power back.,Democrats are animals.,Annotator-2
@USER @USER The one where democrats have controlled major cities for so long they’ve bankrupted them and left the minority’s and others in such desperation that crime is their only alternative to life. Instead of hand outs maybe they should teach a better way.,Democrats have caused bankruptcy that has led to increase in violence by the minorities.,Annotator-2
"@USER Liberals sure love to spend other people's money !!!!!!  Hope and change""  really works well for the Obamas who are multi millionaires.  Their fortunes have really changed for the better !!!!!!  If liberals have any brain cells left, they'd vote for President Trump !""",Liberals are greedy and shrewed.,Annotator-2
"@USER @USER @USER @USER Kate, gun safety"" is just a code word for gun control. There isn't anything ""safe"" about gun control. It just limits law abiding citizens. Law breakers ignore ALL laws. Wake up! You folks in MN need to get off the liberal wagon. Vote for Patriots Only ... Vote Red! ✝🗽🚂⚓🇺🇸""",Liberals just want to enforce stricker gun control.,Annotator-2
@USER @USER @USER No just imagining if we found a picture of Bret holding a woman like this. Liberals will go insane,Liberals are conserned only when other are at fault.,Annotator-2
@USER @USER Jesus Christ. Liberals start young with their brainwashing,Liberals are brainwashed.,Annotator-2
@USER @USER Mine go drafts too. @USER stop this crap I'm gathering proof your censoring conservatives,You are cutting back on conservative point of views.,Annotator-2
@USER @USER $10 says he/she is white. Any other white people notice how many shitty white people there are or am I the only one who sees this?,White people are shitty and all behave the same.,Annotator-2
@USER @USER Not one of these “journalists” mentioned the arrest of the corrupt mayor yesterday. I guess they were busy not getting blown away in the wind,These journalists are biased in their reporting.,Annotator-2
@USER I think Becka belongs in that room with the trash making comments like that. I don't hear you denouncing ANTIFA...who ironically models their flag after the nazis.,Anitfa and Becka are a piece of trash.,Annotator-2
@USER @USER According to the liberals yes!  Guilty unless she proves her innocence!  Wait are you a man? If so then No you can not be trusted ever! How dare you make a claim against a woman! Women are above the sins of man!  We are perfect!,Liberals think women are beyond reproach and men cannot be trusted. ,Annotator-2
@USER @USER Guess who is really perpetuating all this garbage??  LIBERALS,Liberals propel garbage ideas.,Annotator-2
@USER @USER Why is this crook walking free?,A criminal is on the loose.,Annotator-2
@USER @USER Word cause her music SLAPS THERE'S NO REASON SHE SHOULDN'T BE SELLING OUT BIG ASS SHOWS (idk if she is or isn't but she DESERVES),She deserves to be treated better.,Annotator-2
@USER He is telling you he knows where his bum is. Writes “ass” with his bottom. What more proof of higher intelligence do you need?,He is an extremely dumb person.,Annotator-2
@USER Twitter is becoming tumblr 2013 and I am fucking terrified,I am terrified of where Twitter is headed.,Annotator-2
@USER It's amazing how low  you liberals will go to suit your political agenda. Don't believe you one bit. Have a good feeling you will pay the price for this . Produce some evidence,Liberals lie to forward their agenda.,Annotator-2
@USER I’ll bet you mock disabled people too.  Funny how the MAGA crowd likes to pick on the weak and support the powerful. Like bullies. Wonder who your role model is?,People who support MAGA are bullies who are always targetting the weak.,Annotator-2
@USER Amazing how Dems don’t feel they owe it to unborn generations to keep ILLEGALS out!!,Dems are taking away from the future generation by supporting illegal immegrants.,Annotator-2
@USER @USER @USER And your gun control has failed to reduce homicides.  Your homicide rate has not dropped after all of those gun laws.  It has however rose.  Enjoy bending a knee to the people who don't really give a shit about you though.,Criminals do not care about gun control laws.,Annotator-2
@USER I was informed that your process takes up to 10 business days to transfer credit from an expired Myki card to an active cards - WTF!!!??? 🤪  Do you people use computers????? #whatajoke,You are technologically incompetent.,Annotator-2
@USER Still coverup.  And bet the anonymous writer of op-ed in NY times on sept 5th was the ny times itself!!!!  No sr adminstrator of #Potus. But cud say it was since refused to name writer ...ALL TO STIR UP CRAP WITHIN #TRUMP Camp!!! And #Maga,NY times seem to be coveruping up.,Annotator-2
"#ThursdayThoughts  Will @USER ever admit all the other ways that Twitter censor conservatives?  Seems highly unlikely.  It's very annoying to have my main feed limited with a stupid black bird ordering me to return to the top"".  It wont even let me go back to this morning. URL",Twitter suppresses conservative content and is a biased platform.,Annotator-2
Agreed great idea!  Wish we could also remove her from existence!  #MAGA #PatriotsUnited #ProLife #ProIsrael #WeAreQ. URL,She does not deserve to live.,Annotator-2
@USER @USER I’m not a muppet. I’m a 6’2” 215 lbs voter who is of Puerto Rican decent that doesnt take BS from white liberals like you.,White liberals are talking shit.,Annotator-2
@USER 3/ you can not like Justin all you want but the conservatives have no plan to even consider climate change and have been using BLATANT misinformation to lead people like yourself into believing that it’s Trudeau’s fault we’re negotiating with a fucking sociopath down south,Conservaties lie about climate change.,Annotator-2
@USER How would they know if gun control worked if they refuse to try anything?,They are not open-minded.,Annotator-2
@USER @USER Who the hell do you think you are little Eddie,You are no one.,Annotator-2
@USER who in America isn't grateful to our military?!?!? Her husband didn't die on the battle field...he died at home!! She should be fighting for gun control and stronger laws regarding mental illness! @USER is about police brutality...she should educate herself on the issues,She is not educated about the issues she is advocating.,Annotator-2
@USER @USER But to go all antifa on ppl like friggen Milo? I don't buy that conservatives who like medicare don blackout and then going millennials for antifa protests.,Conservatives do not engage with anti-fascists.,Annotator-2
@USER Why in the hell would I do that? The left already hates me enough. Black conservatives aren’t liked in this country. I comment and fight because of that.,Black conservatives receive a lot of hate.,Annotator-2
@USER @USER @USER @USER @USER Obama never laments for those that are killed in Chicago every week. Chicago his old stomping ground.  Ask him how those draconian gun control laws are working there? And watch him blame Indiana.,Gun control is not as effective as democracts and liberals want us to believe.,Annotator-2
@USER @USER Fair point but i didnt make the meme and couldnt take the big gov sucks off of it. And besudes meddling in many counties politics and economics. He funds antifa black lives matter to try and divide we the people to try and tear the country apart URL,He is playing divisive politics.,Annotator-2
@USER Democrats haven't done anything but cover up ..so all you think you have a solution .ya don't.....you want gun control.? How about abortion control. Free medical. Free ed. Quit tripping,Democrats full of lies and coverups.,Annotator-2
@USER You kept a SCJ seat open for over a year with Merrick Garland. It is not fair to push Kavanaugh thru. He is the most unpopular nominee ever. The American people deserve better than this. The woman deserves better than this.,Women deserve a better judge than Kavanaugh.,Annotator-2
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ha if you really can't see the hypocrisy that is antifa then you have obvious drunk the cool aid.,Anti-facist are hypocrites.,Annotator-2
@USER I always knew that is how Biden and Obama felt about conservatives. It’s just shocking that they so easily admit it now. No wonder there is such hatred and violence on the left!,Left's ideology has lead to spread of violence.,Annotator-2
@USER AA Mr. Bean should crawl back under his rock.,AA Mr. Bean is a coward.,Annotator-2
@USER re Ford when she was 15 where were her parents. Are liberals/corrupt politicians All going collude with people to come up with stories from Years ago that can't be proved.  And to the Senator from Hawaii she's the reason women have a hard time. Life ain't easy.,"Liberals are so corrput, they collude to come up with false accusations.",Annotator-2
@USER By acting like a spoiled brat?  Women do not need that sort of help.,Women act like entitiled brats.,Annotator-2
What the hell are these leftys talking about.  They will say anything to stop Maga. URL,Lefist do not want to contribut to making America great again.,Annotator-2
@USER What about Trumps promise on the border wall or do we pay for his lie what about gun control and innocent lives taken,We are always paying the price of Trump's lies.,Annotator-2
@USER @USER Too bad he can’t write a law to take away the stupidity from liberals.,Liberals are stupid.,Annotator-2
@USER You don’t agree sexual assault is more serious than marijuana use? How many “baseless” allegations are supported by therapist corroboration 6 years beforehand? There’s evidence and conservatives are afraid investigation would make it more convincing.,Conservatives try to trivialise sexual assult.,Annotator-2
@USER how long will it take for one of the biggest arsehole's to appear this millennium @USER get humiliated and exposed for the corrupt fake lying toad that he is? URL,He is a corrupt and a liar.,Annotator-2
@USER @USER @USER How convenient a conservative dummy believes people are selectively unemployed.Conservatives always try to use this type of propaganda. No facts!Just their warped conservative beliefs. It’s very clear.Many conservatives like @USER don’t have the ability to learn or think,Conservatives are ignorant and incompetent.,Annotator-2
@USER @USER @USER @USER @USER @USER One really horrible incident I could show you hundreds of antifa but they didn't kill anybody YET!!!!,Anti-facists can promote voilence.,Annotator-2
@USER @USER Conversely you apparentl don't care about kids unless they are shot at school &amp; can be used to promote gun control. Funny that AR you hate so much is used to kill far less people than criminals do with their arms and legs. When do you start calling for everyone to be dismembered?,You are just playing dirty politics with no care for crime.,Annotator-2
@USER @USER @USER @USER Who has what to lose? This entire thing is to block Kavanaugh. Because he leans a bit to the conservative side and was nominated by Trump. This is the liberals playing games. If you can't see it you've been brainwashed by mainstream media.,Liberals are plotting to not have a conservative leaning judge.,Annotator-2
@USER @USER speaks in nothing but dog whistles. Who does she think she is fooling?,She is a bitch.,Annotator-2
@USER @USER @USER McEnroe is a fucking legend. And he hurled abuse at everyone! Now he appears in commercials yelling at people and movies yelling at people. He is an icon. Do you think it’s fair?,He is famous for yelling at others.,Annotator-2
@USER I thought it was because you weren't very funny and lacked in talent as a comedian.,You are unfunny as a comedian.,Annotator-2
@USER @USER @USER Not just “liberals” there is minority of Republicans with more brain cells than a rock!,Liberals are dim-witted.,Annotator-2
"A 5th columnist always imagines himself as a patriot. That’s how traitors rationalize perfidy. . . Clearly the deep state, the steady state, the swamp, or whatever you wish to call it sees itself as above such nuisances &amp; trivialities as elections."" URL #MAGA""",The columnist is pretending to be a patriot while they are not.,Annotator-2
1. How is that gun control working in Chicago?   2. Only the military has access to Assault weapons.   Is your ignorance from old age or are you still working for the Chinese. URL,You are an old ignorant Chinese spy with no knowledge of gun control and assault riffles.,Annotator-2
"A big Thank you"" to all these stupid celebrities. Events like this will only serve to help Republicans in 2018 and 2020 elections.  #MAGA @USER @USER @USER URL",Celebraties keep participating in stupid events.,Annotator-2
@USER He is competing for worst president again.,He is not fit to be the persident.,Annotator-2
